Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Newton,2020,1,1,0,0,0,0,27.6,31.7,25.4,10.8,47.5
Newton,2020,1,2,0,0,0,0,27.4,30.7,25.4,10.1,38.2
Newton,2020,1,3,1.8,1.8,1.8,1.8,27.4,30.8,25.7,10.4,45.4
Newton,2020,1,4,1.4,0.8,0.8,0.8,26.8,30.2,25.4,10.4,47.2
Newton,2020,1,5,0,0,0,0,27.5,31.7,24.8,10.4,38.5
Newton,2020,1,6,10.2,5.6,6.8,8.8,26.3,32.2,23.6,11.9,49.7
Newton,2020,1,7,2.6,1,1.2,1.4,25.9,30.2,23.1,11.5,40
Newton,2020,1,8,1.4,1.2,1.2,1.2,27.2,31,25.1,10.8,37.4
Newton,2020,1,9,0,0,0,0,27.5,31.7,25.6,10.8,41
Newton,2020,1,10,2,1.6,1.6,1.6,26.6,31.1,24.9,9.7,36.4
Newton,2020,1,11,0,0,0,0,27.6,31.1,24.7,8.3,25.9
Newton,2020,1,12,5,1.6,3,4.4,27.3,33,25.2,9.4,34.9
Newton,2020,1,13,0,0,0,0,27.3,32.1,24.3,10.4,41
Newton,2020,1,14,0,0,0,0,27.4,32.1,25,10.8,39.6
Newton,2020,1,15,0,0,0,0,27.3,31.4,25.2,10.4,37.8
Newton,2020,1,16,1.6,1.4,1.6,1.6,27.3,32,25.9,10.1,36
Newton,2020,1,17,0,0,0,0,27.9,33.5,25.1,10.1,39.2
Newton,2020,1,18,0.4,0.4,0.4,0.4,27.5,32.5,25.3,9.7,34.2
Newton,2020,1,19,0,0,0,0,27.9,31.2,25.8,10.1,38.5
Newton,2020,1,20,0,0,0,0,27.7,31.3,26.1,9.7,41.4
Newton,2020,1,21,29.2,19.4,20.4,22,25.9,27.2,23.8,11.5,49.7
Newton,2020,1,22,0,0,0,0,27.7,31.3,25.4,10.8,40
Newton,2020,1,23,0,0,0,0,27.8,32.2,25.4,10.8,36
Newton,2020,1,24,0,0,0,0,27.6,32.3,25.2,11.5,41
Newton,2020,1,25,0,0,0,0,27.7,32.8,24.8,10.4,34.9
Newton,2020,1,26,0,0,0,0,28.1,35.4,25.2,9.7,36
Newton,2020,1,27,18,14.6,15.6,17.8,27.2,33.1,25.2,9.7,34.2
Newton,2020,1,28,0,0,0,0,28.2,31.7,26,10.1,29.9
Newton,2020,1,29,71.4,22.8,26,35.6,25.9,32,23.3,10.4,37.4
Newton,2020,1,30,0.2,0.2,0.2,0.2,26.9,32.4,23.3,10.4,37.4
Newton,2020,1,31,0,0,0,0,28,31.9,26.2,10.8,43.9
Newton,2020,2,1,0,0,0,0,27.6,31.2,26,11.9,46.8
Newton,2020,2,2,0,0,0,0,27.3,30.7,25.9,13,48.2
Newton,2020,2,3,0,0,0,0,27.6,31.9,25.2,11.5,40.7
Newton,2020,2,4,0,0,0,0,27.4,31.8,24.9,11.2,37.1
Newton,2020,2,5,0,0,0,0,27.5,32.9,25,11.5,38.2
Newton,2020,2,6,0,0,0,0,27.7,32.3,25.4,11.9,40.7
Newton,2020,2,7,0,0,0,0,27.6,31.8,25.4,12.6,46.8
Newton,2020,2,8,0,0,0,0,27.5,31.4,24.7,11.2,35.3
Newton,2020,2,9,4.6,2.2,2.4,2.4,25.8,29.9,23.1,13,37.8
Newton,2020,2,10,2.4,1.8,2,2.2,26.5,32.6,22.8,10.8,40.3
Newton,2020,2,11,71.6,13,19.6,32.2,26.1,31,23.5,10.1,37.8
Newton,2020,2,12,0,0,0,0,27.4,31.4,24.9,10.4,36.7
Newton,2020,2,13,0,0,0,0,28.1,33.2,26,10.8,34.2
Newton,2020,2,14,0,0,0,0,28.1,33.4,25.8,10.4,39.6
Newton,2020,2,15,0,0,0,0,28.3,34.6,25.2,10.1,31.7
Newton,2020,2,16,2.4,2.4,2.4,2.4,27.9,33.6,25.5,11.2,30.2
Newton,2020,2,17,0,0,0,0,28.3,34.3,25.3,10.8,38.9
Newton,2020,2,18,0,0,0,0,26.9,30.5,24.4,11.5,43.9
Newton,2020,2,19,0.4,0.4,0.4,0.4,27.7,31.8,25.9,12.6,51.5
Newton,2020,2,20,0.4,0.2,0.2,0.2,27.5,31.1,25.5,13.7,48.2
Newton,2020,2,21,14,8,8,8.2,26.4,29.3,23.7,13,53.6
Newton,2020,2,22,2.6,1.6,1.6,2.2,27.2,30.1,24.8,13.3,50.8
Newton,2020,2,23,0,0,0,0,27.6,31.2,25.7,13.7,49.7
Newton,2020,2,24,5,4.6,4.6,4.6,26.6,29.8,24.9,13.7,49.7
Newton,2020,2,25,0,0,0,0,27.8,32,25.2,12.2,39.6
Newton,2020,2,26,0,0,0,0,27.9,32.7,25.3,13.3,40.3
Newton,2020,2,27,0,0,0,0,28.1,32.6,25.6,12.6,39.2
Newton,2020,2,28,0,0,0,0,28,32.4,25.8,12.6,38.9
Newton,2020,2,29,0,0,0,0,27.9,32.4,25.3,12.6,43.9
Newton,2020,3,1,0,0,0,0,28,33.1,25.3,12.2,38.5
Newton,2020,3,2,0,0,0,0,28.1,33.3,25.1,11.9,37.4
Newton,2020,3,3,0,0,0,0,28.1,32.5,25.7,12.2,41.4
Newton,2020,3,4,0,0,0,0,28.2,33.8,26,11.5,41
Newton,2020,3,5,11,10.6,11,11,27.3,30.5,25.6,10.8,36
Newton,2020,3,6,1.6,1.2,1.4,1.4,27.5,31.4,25.1,11.9,34.6
Newton,2020,3,7,20.4,12,19.4,20.2,27.6,34.8,24.3,11.9,42.8
Newton,2020,3,8,0.2,0.2,0.2,0.2,28,33.3,25.7,11.2,32.8
Newton,2020,3,9,0,0,0,0,28.3,33.5,25.6,9.7,29.2
Newton,2020,3,10,1,1,1,1,28.6,33.7,26.2,9.4,30.2
Newton,2020,3,11,1.8,1.6,1.6,1.6,28.5,33.2,26.5,11.5,36.4
Newton,2020,3,12,0,0,0,0,28.6,33.3,26,11.9,39.6
Newton,2020,3,13,0,0,0,0,29,33.8,26.4,11.5,39.6
Newton,2020,3,14,0,0,0,0,28.8,32.9,26.6,10.1,38.2
Newton,2020,3,15,0,0,0,0,29.1,33.8,26.9,10.4,40
Newton,2020,3,16,0,0,0,0,28.6,32.6,26.9,11.5,45
Newton,2020,3,17,0,0,0,0,28.5,32.7,26.1,12.2,40.3
Newton,2020,3,18,0.4,0.4,0.4,0.4,28.3,32.7,26.1,12.2,43.9
Newton,2020,3,19,0,0,0,0,28.1,32.8,25.9,11.2,39.2
Newton,2020,3,20,0,0,0,0,27.9,32,26.3,10.8,37.1
Newton,2020,3,21,2.6,2.4,2.6,2.6,27.6,32.1,25.8,10.4,37.8
Newton,2020,3,22,19.2,12.8,18.8,19.2,27.6,32.1,24.3,11.2,38.9
Newton,2020,3,23,14.6,6.4,11,13.8,26.4,30.2,23.8,11.2,29.2
Newton,2020,3,24,0,0,0,0,28.2,32.9,25.2,10.8,43.2
Newton,2020,3,25,10.8,6.8,10,10.8,28.2,31.3,25.7,10.4,42.5
Newton,2020,3,26,0.6,0.4,0.6,0.6,28.9,33,26.5,11.2,37.8
Newton,2020,3,27,24,19.4,22.6,22.8,28.2,32.7,25.4,11.9,40
Newton,2020,3,28,0,0,0,0,28.5,33.2,25.9,10.4,32.8
Newton,2020,3,29,0,0,0,0,29,33.5,26.5,11.5,36.7
Newton,2020,3,30,0,0,0,0,28.9,34.2,26.3,10.4,34.6
Newton,2020,3,31,0,0,0,0,29.2,34.6,27,10.1,36
Newton,2020,4,1,0,0,0,0,29.2,32.6,26.7,10.2,44.6
Newton,2020,4,2,3.4,2.4,3.2,3.4,28.7,35,25.7,10.4,41.5
Newton,2020,4,3,14.4,5.2,7.6,13.4,27.9,33,23.9,11.3,49.3
Newton,2020,4,4,0,0,0,0,29.3,33.7,26.6,11,39.6
Newton,2020,4,5,0,0,0,0,28.7,34.3,26.2,11.5,47.8
Newton,2020,4,6,35.6,30.2,35.2,35.6,27.7,32.3,23.5,11.9,37.8
Newton,2020,4,7,21,10.8,11,12.6,26.9,32.5,23.2,11,38.2
Newton,2020,4,8,0.2,0.2,0.2,0.2,28.4,33.5,25.2,10.6,29.1
Newton,2020,4,9,0,0,0,0,28.8,33.5,25.9,11.1,45
Newton,2020,4,10,0,0,0,0,28.9,33.3,26.2,10.8,38.2
Newton,2020,4,11,0,0,0,0,28.8,33.6,27.3,10.5,38.2
Newton,2020,4,12,5.8,5.4,5.8,5.8,28.6,32.7,26.6,10.5,38.9
Newton,2020,4,13,15.8,8.2,11.4,15.6,28.1,32.4,23.6,10.9,39.3
Newton,2020,4,14,0,0,0,0,-,-,-,-,-
Newton,2020,4,15,0,0,0,0,-,-,-,-,-
Newton,2020,4,16,0,0,0,0,29.4,33.9,27.1,10.6,44.6
Newton,2020,4,17,0,0,0,0,29.1,32.1,26.8,10.1,35.6
Newton,2020,4,18,0,0,0,0,29.2,32.7,26.9,11.6,42.4
Newton,2020,4,19,0,0,0,0,29.7,33.5,27.6,11.3,39.6
Newton,2020,4,20,0,0,0,0,29.5,32.9,27.4,11.2,44.3
Newton,2020,4,21,4.8,3,3,3,29,32.5,25.8,10.5,41.5
Newton,2020,4,22,0.6,0.4,0.4,0.4,29.7,34,27.2,10.9,42.8
Newton,2020,4,23,19,17,19,19,28.4,32.2,23.8,11.7,34.3
Newton,2020,4,24,28.4,13.4,15.2,16.8,27.1,33.8,23.8,12.4,46.5
Newton,2020,4,25,2.2,2,2,2.2,27.3,33,25.3,11.4,29.4
Newton,2020,4,26,21.2,18.4,20.6,20.6,26.9,32.3,24.6,12.7,30.9
Newton,2020,4,27,12.4,7.8,10.2,12.2,26.8,29.9,24.4,13.3,40.7
Newton,2020,4,28,0,0,0,0,28.2,32.6,25.7,13.9,35.2
Newton,2020,4,29,25.6,22.2,23.6,25.4,28.3,33.2,25.4,12.6,35.9
Newton,2020,4,30,49,36.8,42.8,45.2,27.2,32.1,24.3,10.3,43.5
Newton,2020,5,1,12.6,6,7,10.8,26.4,31.1,24.4,13.6,33.9
Newton,2020,5,2,0,0,0,0,28.6,32.6,26,13.3,33.9
Newton,2020,5,3,7.6,6.8,7,7.6,28.5,33.4,24.8,13,42.8
Newton,2020,5,4,7,4,5,6.4,27.8,30,26.1,10.8,25.6
Newton,2020,5,5,0,0,0,0,29,35.3,25.7,10.8,32
Newton,2020,5,6,-,-,-,-,-,-,-,-,-
Newton,2020,5,7,0,-,-,-,-,-,-,-,-
Newton,2020,5,8,22.6,13.8,19.2,22.4,28.8,32.8,24.5,12.6,44.3
Newton,2020,5,9,0,0,0,0,30.1,33.8,27.9,10,34.3
Newton,2020,5,10,25.2,9.6,11.4,11.8,28.7,32,24.6,9,44.3
Newton,2020,5,11,9.6,7.4,7.6,7.6,28.4,32,25,8,40.7
Newton,2020,5,12,0,0,0,0,29.4,33.5,28,8,54.4
Newton,2020,5,13,3.6,2.6,3,3.6,27.8,31.3,24.4,11.4,40.7
Newton,2020,5,14,9.8,9.8,9.8,9.8,28.7,33.4,25.3,9.5,36.3
Newton,2020,5,15,0,0,0,0,29.5,33.1,27.1,9.6,30.6
Newton,2020,5,16,0,0,0,0,29.6,33.8,28.1,7.9,32
Newton,2020,5,17,11.4,6,6.4,7.8,28.4,31.8,24,10.2,42.8
Newton,2020,5,18,1.6,1,2,3.8,28.9,32.7,25.2,11.6,29.8
Newton,2020,5,19,0,0,0,0,30.1,33.2,28,8.5,32
Newton,2020,5,20,4.2,3.6,3.6,3.8,28.1,31.2,24.2,11.2,38.2
Newton,2020,5,21,0,0,0,0,29.2,33.7,26.8,11.1,41.5
Newton,2020,5,22,43.6,19.2,27.2,42.4,27.7,32.6,22.8,9.6,46.9
Newton,2020,5,23,11.2,6.2,8.6,10.6,27.4,30.9,24.1,10.7,35.2
Newton,2020,5,24,0,0,0,0,29.4,33.3,27.3,8.3,25.6
Newton,2020,5,25,0,0,0,0,29.8,34.9,27.9,7.7,35.6
Newton,2020,5,26,27.4,27,27.2,27.2,29.7,34,24.8,11,33.5
Newton,2020,5,27,21,34.4,42.4,45,27.6,30.8,24,9.1,32.8
Newton,2020,5,28,30.2,23.4,26.8,28.2,28.8,33.7,23.8,8.6,31.3
Newton,2020,5,29,0,0,0.2,5.6,28.5,32.3,27,8.9,35.6
Newton,2020,5,30,0,0,0,0,28.3,33.1,26.6,8.2,27
Newton,2020,5,31,0,0,0,0,28.7,32.8,26.8,8.9,31.3
Newton,2020,6,1,7.8,2.4,-,-,26.7,29.1,24.3,9.4,42
Newton,2020,6,2,0,0,-,-,-,-,-,-,-
Newton,2020,6,3,0,0,0,0,29,33,27.7,7.4,27.8
Newton,2020,6,4,34.8,20.6,32.6,33.8,28.1,32.6,24,9.1,35.6
Newton,2020,6,5,13.6,-,-,-,27.5,30,25,11.7,46.9
Newton,2020,6,6,7.4,-,-,-,27,28.7,24.4,8.3,36.3
Newton,2020,6,7,0,0,0,0,29.2,33.3,27.6,8.1,26.3
Newton,2020,6,8,0,0,0,0,29.5,34.3,28.2,8,33.2
Newton,2020,6,9,0,0,0,0,29.5,33.2,28,8.2,38.2
Newton,2020,6,10,8.4,7.2,8.4,8.4,29,32.7,26.5,8.7,37
Newton,2020,6,11,7.2,6,7,7,28.8,32.9,26.3,7.6,24.4
Newton,2020,6,12,6.2,4.8,5.6,6,28.3,30.8,25.3,8.1,29.8
Newton,2020,6,13,21.8,11,14.8,15.8,25.8,27.7,23.1,9.7,45.4
Newton,2020,6,14,25.4,24.6,25.4,25.4,27.4,31.9,24.6,8.6,34.3
Newton,2020,6,15,0,0,0,0,29.1,31.6,27.8,8,40.7
Newton,2020,6,16,13.4,7.2,7.2,7.2,27.9,30.9,25.7,7.3,37.4
Newton,2020,6,17,17.4,5.2,7.6,15,26.7,30.1,23.8,8.1,41.9
Newton,2020,6,18,0.8,0.6,0.6,0.6,27.3,30.4,25,8.1,34.3
Newton,2020,6,19,5.8,3,3,3,27.5,30.8,25,9.2,33.2
Newton,2020,6,20,20.4,6,7.2,10.2,26.1,28.5,24.1,9.6,51.1
Newton,2020,6,21,12.4,5,7.4,9.6,25.9,27,23.9,8.8,38.9
Newton,2020,6,22,19.4,11.4,16.2,18,26.7,29,23.2,8.4,64.4
Newton,2020,6,23,59.4,25,38.8,48,25.8,27.3,23,9.3,43.9
Newton,2020,6,24,18.6,9.8,15.4,17.2,26.3,26.9,24.1,9.8,47.2
Newton,2020,6,25,0,0,0,0,27.8,31,26.2,7.5,34.3
Newton,2020,6,26,0,0,0,0,28.4,30.9,26.7,8.2,31.3
Newton,2020,6,27,0.2,0.2,0.2,0.2,28.6,30.6,27.8,9.7,35.9
Newton,2020,6,28,5.8,5.6,5.8,5.8,28.6,31.9,25.3,9.1,45
Newton,2020,6,29,6.4,6.2,6.4,6.4,28.8,32.3,25.6,8.7,41.1
Newton,2020,6,30,0,0,0,0,28.7,32.2,27.3,9.6,35
